capital_id,name,country_id
instance2_cp_131,capital_131,instance2_ct_131
instance2_cp_132,capital_132,instance2_ct_132
instance2_cp_133,capital_133,instance2_ct_133
instance2_cp_134,capital_134,instance2_ct_134
instance2_cp_135,capital_135,instance2_ct_135
instance2_cp_136,capital_136,instance2_ct_136
instance2_cp_137,capital_137,instance2_ct_137
instance2_cp_138,capital_138,instance2_ct_138
instance2_cp_139,capital_139,instance2_ct_139
instance2_cp_140,capital_140,instance2_ct_140
instance2_cp_141,capital_141,instance2_ct_141
instance2_cp_142,capital_142,instance2_ct_142
instance2_cp_143,capital_143,instance2_ct_143
instance2_cp_144,capital_144,instance2_ct_144
instance2_cp_145,capital_145,instance2_ct_145
instance2_cp_146,capital_146,instance2_ct_146
instance2_cp_147,capital_147,instance2_ct_147
instance2_cp_148,capital_148,instance2_ct_148
instance2_cp_149,capital_149,instance2_ct_149
instance2_cp_150,capital_150,instance2_ct_150
instance2_cp_151,capital_151,instance2_ct_151
instance2_cp_152,capital_152,instance2_ct_152
instance2_cp_153,capital_153,instance2_ct_153
instance2_cp_154,capital_154,instance2_ct_154
instance2_cp_155,capital_155,instance2_ct_155
instance2_cp_156,capital_156,instance2_ct_156
instance2_cp_157,capital_157,instance2_ct_157
instance2_cp_158,capital_158,instance2_ct_158
instance2_cp_159,capital_159,instance2_ct_159
instance2_cp_160,capital_160,instance2_ct_160
instance2_cp_161,capital_161,instance2_ct_161
instance2_cp_162,capital_162,instance2_ct_162
instance2_cp_163,capital_163,instance2_ct_163
instance2_cp_164,capital_164,instance2_ct_164
instance2_cp_165,capital_165,instance2_ct_165
instance2_cp_166,capital_166,instance2_ct_166
instance2_cp_167,capital_167,instance2_ct_167
instance2_cp_168,capital_168,instance2_ct_168
instance2_cp_169,capital_169,instance2_ct_169
instance2_cp_170,capital_170,instance2_ct_170
instance2_cp_171,capital_171,instance2_ct_171
instance2_cp_172,capital_172,instance2_ct_172
instance2_cp_173,capital_173,instance2_ct_173
instance2_cp_174,capital_174,instance2_ct_174
instance2_cp_175,capital_175,instance2_ct_175
instance2_cp_176,capital_176,instance2_ct_176
instance2_cp_177,capital_177,instance2_ct_177
instance2_cp_178,capital_178,instance2_ct_178
instance2_cp_179,capital_179,instance2_ct_179
instance2_cp_180,capital_180,instance2_ct_180
instance2_cp_181,capital_181,instance2_ct_181
instance2_cp_182,capital_182,instance2_ct_182
instance2_cp_183,capital_183,instance2_ct_183
instance2_cp_184,capital_184,instance2_ct_184
instance2_cp_185,capital_185,instance2_ct_185
instance2_cp_186,capital_186,instance2_ct_186
instance2_cp_187,capital_187,instance2_ct_187
instance2_cp_188,capital_188,instance2_ct_188
instance2_cp_189,capital_189,instance2_ct_189
instance2_cp_190,capital_190,instance2_ct_190
instance2_cp_191,capital_191,instance2_ct_191
instance2_cp_192,capital_192,instance2_ct_192
instance2_cp_193,capital_193,instance2_ct_193
instance2_cp_194,capital_194,instance2_ct_194
instance2_cp_195,capital_195,instance2_ct_195
instance2_cp_196,capital_196,instance2_ct_196
instance2_cp_197,capital_197,instance2_ct_197
instance2_cp_198,capital_198,instance2_ct_198
instance2_cp_199,capital_199,instance2_ct_199
instance2_cp_200,capital_200,instance2_ct_200
instance2_cp_201,capital_201,instance2_ct_201
instance2_cp_202,capital_202,instance2_ct_202
instance2_cp_203,capital_203,instance2_ct_203
instance2_cp_204,capital_204,instance2_ct_204
instance2_cp_205,capital_205,instance2_ct_205
instance2_cp_206,capital_206,instance2_ct_206
instance2_cp_207,capital_207,instance2_ct_207
instance2_cp_208,capital_208,instance2_ct_208
instance2_cp_209,capital_209,instance2_ct_209
instance2_cp_210,capital_210,instance2_ct_210
instance2_cp_211,capital_211,instance2_ct_211
instance2_cp_212,capital_212,instance2_ct_212
instance2_cp_213,capital_213,instance2_ct_213
instance2_cp_214,capital_214,instance2_ct_214
instance2_cp_215,capital_215,instance2_ct_215
instance2_cp_216,capital_216,instance2_ct_216
instance2_cp_217,capital_217,instance2_ct_217
instance2_cp_218,capital_218,instance2_ct_218
instance2_cp_219,capital_219,instance2_ct_219
instance2_cp_220,capital_220,instance2_ct_220
instance2_cp_221,capital_221,instance2_ct_221
instance2_cp_222,capital_222,instance2_ct_222
instance2_cp_223,capital_223,instance2_ct_223
instance2_cp_224,capital_224,instance2_ct_224
instance2_cp_225,capital_225,instance2_ct_225
instance2_cp_226,capital_226,instance2_ct_226
instance2_cp_227,capital_227,instance2_ct_227
instance2_cp_228,capital_228,instance2_ct_228
instance2_cp_229,capital_229,instance2_ct_229
instance2_cp_230,capital_230,instance2_ct_230
instance2_cp_231,capital_231,instance2_ct_231
instance2_cp_232,capital_232,instance2_ct_232
instance2_cp_233,capital_233,instance2_ct_233
instance2_cp_234,capital_234,instance2_ct_234
instance2_cp_235,capital_235,instance2_ct_235
instance2_cp_236,capital_236,instance2_ct_236
instance2_cp_237,capital_237,instance2_ct_237
instance2_cp_238,capital_238,instance2_ct_238
instance2_cp_239,capital_239,instance2_ct_239
instance2_cp_240,capital_240,instance2_ct_240
instance2_cp_241,capital_241,instance2_ct_241
instance2_cp_242,capital_242,instance2_ct_242
instance2_cp_243,capital_243,instance2_ct_243
instance2_cp_244,capital_244,instance2_ct_244
instance2_cp_245,capital_245,instance2_ct_245
instance2_cp_246,capital_246,instance2_ct_246
instance2_cp_247,capital_247,instance2_ct_247
instance2_cp_248,capital_248,instance2_ct_248
instance2_cp_249,capital_249,instance2_ct_249
instance2_cp_250,capital_250,instance2_ct_250
instance2_cp_251,capital_251,instance2_ct_251
instance2_cp_252,capital_252,instance2_ct_252
instance2_cp_253,capital_253,instance2_ct_253
instance2_cp_254,capital_254,instance2_ct_254
instance2_cp_255,capital_255,instance2_ct_255
instance2_cp_256,capital_256,instance2_ct_256
instance2_cp_257,capital_257,instance2_ct_257
instance2_cp_258,capital_258,instance2_ct_258
instance2_cp_259,capital_259,instance2_ct_259
instance2_cp_260,capital_260,instance2_ct_260
instance2_cp_261,capital_261,instance2_ct_261
instance2_cp_262,capital_262,instance2_ct_262
instance2_cp_263,capital_263,instance2_ct_263
instance2_cp_264,capital_264,instance2_ct_264
instance2_cp_265,capital_265,instance2_ct_265
instance2_cp_266,capital_266,instance2_ct_266
instance2_cp_267,capital_267,instance2_ct_267
instance2_cp_268,capital_268,instance2_ct_268
instance2_cp_269,capital_269,instance2_ct_269
instance2_cp_270,capital_270,instance2_ct_270
instance2_cp_271,capital_271,instance2_ct_271
instance2_cp_272,capital_272,instance2_ct_272
instance2_cp_273,capital_273,instance2_ct_273
instance2_cp_274,capital_274,instance2_ct_274
instance2_cp_275,capital_275,instance2_ct_275
instance2_cp_276,capital_276,instance2_ct_276
instance2_cp_277,capital_277,instance2_ct_277
instance2_cp_278,capital_278,instance2_ct_278
instance2_cp_279,capital_279,instance2_ct_279
instance2_cp_280,capital_280,instance2_ct_280
instance2_cp_281,capital_281,instance2_ct_281
instance2_cp_282,capital_282,instance2_ct_282
instance2_cp_283,capital_283,instance2_ct_283
instance2_cp_284,capital_284,instance2_ct_284
instance2_cp_285,capital_285,instance2_ct_285
instance2_cp_286,capital_286,instance2_ct_286
instance2_cp_287,capital_287,instance2_ct_287
instance2_cp_288,capital_288,instance2_ct_288
instance2_cp_289,capital_289,instance2_ct_289
instance2_cp_290,capital_290,instance2_ct_290
instance2_cp_291,capital_291,instance2_ct_291
instance2_cp_292,capital_292,instance2_ct_292
instance2_cp_293,capital_293,instance2_ct_293
instance2_cp_294,capital_294,instance2_ct_294
instance2_cp_295,capital_295,instance2_ct_295
instance2_cp_296,capital_296,instance2_ct_296
instance2_cp_297,capital_297,instance2_ct_297
instance2_cp_298,capital_298,instance2_ct_298
instance2_cp_299,capital_299,instance2_ct_299
instance2_cp_300,capital_300,instance2_ct_300
instance2_cp_301,capital_301,instance2_ct_301
instance2_cp_302,capital_302,instance2_ct_302
instance2_cp_303,capital_303,instance2_ct_303
instance2_cp_304,capital_304,instance2_ct_304
instance2_cp_305,capital_305,instance2_ct_305
instance2_cp_306,capital_306,instance2_ct_306
instance2_cp_307,capital_307,instance2_ct_307
instance2_cp_308,capital_308,instance2_ct_308
instance2_cp_309,capital_309,instance2_ct_309
instance2_cp_310,capital_310,instance2_ct_310
instance2_cp_311,capital_311,instance2_ct_311
instance2_cp_312,capital_312,instance2_ct_312
instance2_cp_313,capital_313,instance2_ct_313
instance2_cp_314,capital_314,instance2_ct_314
instance2_cp_315,capital_315,instance2_ct_315
instance2_cp_316,capital_316,instance2_ct_316
instance2_cp_317,capital_317,instance2_ct_317
instance2_cp_318,capital_318,instance2_ct_318
instance2_cp_319,capital_319,instance2_ct_319
instance2_cp_320,capital_320,instance2_ct_320
instance2_cp_321,capital_321,instance2_ct_321
instance2_cp_322,capital_322,instance2_ct_322
instance2_cp_323,capital_323,instance2_ct_323
instance2_cp_324,capital_324,instance2_ct_324
instance2_cp_325,capital_325,instance2_ct_325
instance2_cp_326,capital_326,instance2_ct_326
instance2_cp_327,capital_327,instance2_ct_327
instance2_cp_328,capital_328,instance2_ct_328
instance2_cp_329,capital_329,instance2_ct_329
instance2_cp_330,capital_330,instance2_ct_330
instance2_cp_331,capital_331,instance2_ct_331
instance2_cp_332,capital_332,instance2_ct_332
instance2_cp_333,capital_333,instance2_ct_333
instance2_cp_334,capital_334,instance2_ct_334
instance2_cp_335,capital_335,instance2_ct_335
instance2_cp_336,capital_336,instance2_ct_336
instance2_cp_337,capital_337,instance2_ct_337
instance2_cp_338,capital_338,instance2_ct_338
instance2_cp_339,capital_339,instance2_ct_339
instance2_cp_340,capital_340,instance2_ct_340
instance2_cp_341,capital_341,instance2_ct_341
instance2_cp_342,capital_342,instance2_ct_342
instance2_cp_343,capital_343,instance2_ct_343
instance2_cp_344,capital_344,instance2_ct_344
instance2_cp_345,capital_345,instance2_ct_345
instance2_cp_346,capital_346,instance2_ct_346
instance2_cp_347,capital_347,instance2_ct_347
instance2_cp_348,capital_348,instance2_ct_348
instance2_cp_349,capital_349,instance2_ct_349
instance2_cp_350,capital_350,instance2_ct_350
instance2_cp_351,capital_351,instance2_ct_351
instance2_cp_352,capital_352,instance2_ct_352
instance2_cp_353,capital_353,instance2_ct_353
instance2_cp_354,capital_354,instance2_ct_354
instance2_cp_355,capital_355,instance2_ct_355
instance2_cp_356,capital_356,instance2_ct_356
instance2_cp_357,capital_357,instance2_ct_357
instance2_cp_358,capital_358,instance2_ct_358
instance2_cp_359,capital_359,instance2_ct_359
instance2_cp_360,capital_360,instance2_ct_360
instance2_cp_361,capital_361,instance2_ct_361
instance2_cp_362,capital_362,instance2_ct_362
instance2_cp_363,capital_363,instance2_ct_363
instance2_cp_364,capital_364,instance2_ct_364
instance2_cp_365,capital_365,instance2_ct_365
instance2_cp_366,capital_366,instance2_ct_366
instance2_cp_367,capital_367,instance2_ct_367
instance2_cp_368,capital_368,instance2_ct_368
instance2_cp_369,capital_369,instance2_ct_369
instance2_cp_370,capital_370,instance2_ct_370
instance2_cp_371,capital_371,instance2_ct_371
instance2_cp_372,capital_372,instance2_ct_372
instance2_cp_373,capital_373,instance2_ct_373
instance2_cp_374,capital_374,instance2_ct_374
instance2_cp_375,capital_375,instance2_ct_375
instance2_cp_376,capital_376,instance2_ct_376
instance2_cp_377,capital_377,instance2_ct_377
instance2_cp_378,capital_378,instance2_ct_378
instance2_cp_379,capital_379,instance2_ct_379
instance2_cp_380,capital_380,instance2_ct_380
instance2_cp_381,capital_381,instance2_ct_381
instance2_cp_382,capital_382,instance2_ct_382
instance2_cp_383,capital_383,instance2_ct_383
instance2_cp_384,capital_384,instance2_ct_384
instance2_cp_385,capital_385,instance2_ct_385
instance2_cp_386,capital_386,instance2_ct_386
instance2_cp_387,capital_387,instance2_ct_387
instance2_cp_388,capital_388,instance2_ct_388
instance2_cp_389,capital_389,instance2_ct_389
instance2_cp_390,capital_390,instance2_ct_390
instance2_cp_391,capital_391,instance2_ct_391
instance2_cp_392,capital_392,instance2_ct_392
instance2_cp_393,capital_393,instance2_ct_393
instance2_cp_394,capital_394,instance2_ct_394
instance2_cp_395,capital_395,instance2_ct_395
instance2_cp_396,capital_396,instance2_ct_396
instance2_cp_397,capital_397,instance2_ct_397
instance2_cp_398,capital_398,instance2_ct_398
instance2_cp_399,capital_399,instance2_ct_399
instance2_cp_400,capital_400,instance2_ct_400
instance2_cp_401,capital_401,instance2_ct_401
instance2_cp_402,capital_402,instance2_ct_402
instance2_cp_403,capital_403,instance2_ct_403
instance2_cp_404,capital_404,instance2_ct_404
instance2_cp_405,capital_405,instance2_ct_405
instance2_cp_406,capital_406,instance2_ct_406
instance2_cp_407,capital_407,instance2_ct_407
instance2_cp_408,capital_408,instance2_ct_408
instance2_cp_409,capital_409,instance2_ct_409
instance2_cp_410,capital_410,instance2_ct_410
instance2_cp_411,capital_411,instance2_ct_411
instance2_cp_412,capital_412,instance2_ct_412
instance2_cp_413,capital_413,instance2_ct_413
instance2_cp_414,capital_414,instance2_ct_414
instance2_cp_415,capital_415,instance2_ct_415
instance2_cp_416,capital_416,instance2_ct_416
instance2_cp_417,capital_417,instance2_ct_417
instance2_cp_418,capital_418,instance2_ct_418
instance2_cp_419,capital_419,instance2_ct_419
instance2_cp_420,capital_420,instance2_ct_420
instance2_cp_421,capital_421,instance2_ct_421
instance2_cp_422,capital_422,instance2_ct_422
instance2_cp_423,capital_423,instance2_ct_423
instance2_cp_424,capital_424,instance2_ct_424
instance2_cp_425,capital_425,instance2_ct_425
instance2_cp_426,capital_426,instance2_ct_426
instance2_cp_427,capital_427,instance2_ct_427
instance2_cp_428,capital_428,instance2_ct_428
instance2_cp_429,capital_429,instance2_ct_429
instance2_cp_430,capital_430,instance2_ct_430
instance2_cp_431,capital_431,instance2_ct_431
instance2_cp_432,capital_432,instance2_ct_432
instance2_cp_433,capital_433,instance2_ct_433
instance2_cp_434,capital_434,instance2_ct_434
instance2_cp_435,capital_435,instance2_ct_435
instance2_cp_436,capital_436,instance2_ct_436
instance2_cp_437,capital_437,instance2_ct_437
instance2_cp_438,capital_438,instance2_ct_438
instance2_cp_439,capital_439,instance2_ct_439
instance2_cp_440,capital_440,instance2_ct_440
instance2_cp_441,capital_441,instance2_ct_441
instance2_cp_442,capital_442,instance2_ct_442
instance2_cp_443,capital_443,instance2_ct_443
instance2_cp_444,capital_444,instance2_ct_444
instance2_cp_445,capital_445,instance2_ct_445
instance2_cp_446,capital_446,instance2_ct_446
instance2_cp_447,capital_447,instance2_ct_447
instance2_cp_448,capital_448,instance2_ct_448
instance2_cp_449,capital_449,instance2_ct_449
instance2_cp_450,capital_450,instance2_ct_450
instance2_cp_451,capital_451,instance2_ct_451
instance2_cp_452,capital_452,instance2_ct_452
instance2_cp_453,capital_453,instance2_ct_453
instance2_cp_454,capital_454,instance2_ct_454
instance2_cp_455,capital_455,instance2_ct_455
instance2_cp_456,capital_456,instance2_ct_456
instance2_cp_457,capital_457,instance2_ct_457
instance2_cp_458,capital_458,instance2_ct_458
instance2_cp_459,capital_459,instance2_ct_459
instance2_cp_460,capital_460,instance2_ct_460
instance2_cp_461,capital_461,instance2_ct_461
instance2_cp_462,capital_462,instance2_ct_462
instance2_cp_463,capital_463,instance2_ct_463
instance2_cp_464,capital_464,instance2_ct_464
instance2_cp_465,capital_465,instance2_ct_465
instance2_cp_466,capital_466,instance2_ct_466
instance2_cp_467,capital_467,instance2_ct_467
instance2_cp_468,capital_468,instance2_ct_468
instance2_cp_469,capital_469,instance2_ct_469
instance2_cp_470,capital_470,instance2_ct_470
instance2_cp_471,capital_471,instance2_ct_471
instance2_cp_472,capital_472,instance2_ct_472
instance2_cp_473,capital_473,instance2_ct_473
instance2_cp_474,capital_474,instance2_ct_474
instance2_cp_475,capital_475,instance2_ct_475
instance2_cp_476,capital_476,instance2_ct_476
instance2_cp_477,capital_477,instance2_ct_477
instance2_cp_478,capital_478,instance2_ct_478
instance2_cp_479,capital_479,instance2_ct_479
instance2_cp_480,capital_480,instance2_ct_480
instance2_cp_481,capital_481,instance2_ct_481
instance2_cp_482,capital_482,instance2_ct_482
instance2_cp_483,capital_483,instance2_ct_483
instance2_cp_484,capital_484,instance2_ct_484
instance2_cp_485,capital_485,instance2_ct_485
instance2_cp_486,capital_486,instance2_ct_486
instance2_cp_487,capital_487,instance2_ct_487
instance2_cp_488,capital_488,instance2_ct_488
instance2_cp_489,capital_489,instance2_ct_489
instance2_cp_490,capital_490,instance2_ct_490
instance2_cp_491,capital_491,instance2_ct_491
instance2_cp_492,capital_492,instance2_ct_492
instance2_cp_493,capital_493,instance2_ct_493
instance2_cp_494,capital_494,instance2_ct_494
instance2_cp_495,capital_495,instance2_ct_495
instance2_cp_496,capital_496,instance2_ct_496
instance2_cp_497,capital_497,instance2_ct_497
instance2_cp_498,capital_498,instance2_ct_498
instance2_cp_499,capital_499,instance2_ct_499
instance2_cp_500,capital_500,instance2_ct_500
instance2_cp_501,capital_501,instance2_ct_501
instance2_cp_502,capital_502,instance2_ct_502
instance2_cp_503,capital_503,instance2_ct_503
instance2_cp_504,capital_504,instance2_ct_504
instance2_cp_505,capital_505,instance2_ct_505
instance2_cp_506,capital_506,instance2_ct_506
instance2_cp_507,capital_507,instance2_ct_507
instance2_cp_508,capital_508,instance2_ct_508
instance2_cp_509,capital_509,instance2_ct_509
instance2_cp_510,capital_510,instance2_ct_510
instance2_cp_511,capital_511,instance2_ct_511
instance2_cp_512,capital_512,instance2_ct_512
instance2_cp_513,capital_513,instance2_ct_513
instance2_cp_514,capital_514,instance2_ct_514
instance2_cp_515,capital_515,instance2_ct_515
instance2_cp_516,capital_516,instance2_ct_516
instance2_cp_517,capital_517,instance2_ct_517
instance2_cp_518,capital_518,instance2_ct_518
instance2_cp_519,capital_519,instance2_ct_519
instance2_cp_520,capital_520,instance2_ct_520
instance2_cp_521,capital_521,instance2_ct_521
instance2_cp_522,capital_522,instance2_ct_522
instance2_cp_523,capital_523,instance2_ct_523
instance2_cp_524,capital_524,instance2_ct_524
instance2_cp_525,capital_525,instance2_ct_525
instance2_cp_526,capital_526,instance2_ct_526
instance2_cp_527,capital_527,instance2_ct_527
instance2_cp_528,capital_528,instance2_ct_528
instance2_cp_529,capital_529,instance2_ct_529
instance2_cp_530,capital_530,instance2_ct_530
instance2_cp_531,capital_531,instance2_ct_531
instance2_cp_532,capital_532,instance2_ct_532
instance2_cp_533,capital_533,instance2_ct_533
instance2_cp_534,capital_534,instance2_ct_534
instance2_cp_535,capital_535,instance2_ct_535
instance2_cp_536,capital_536,instance2_ct_536
instance2_cp_537,capital_537,instance2_ct_537
instance2_cp_538,capital_538,instance2_ct_538
instance2_cp_539,capital_539,instance2_ct_539
instance2_cp_540,capital_540,instance2_ct_540
instance2_cp_541,capital_541,instance2_ct_541
instance2_cp_542,capital_542,instance2_ct_542
instance2_cp_543,capital_543,instance2_ct_543
instance2_cp_544,capital_544,instance2_ct_544
instance2_cp_545,capital_545,instance2_ct_545
instance2_cp_546,capital_546,instance2_ct_546
instance2_cp_547,capital_547,instance2_ct_547
instance2_cp_548,capital_548,instance2_ct_548
instance2_cp_549,capital_549,instance2_ct_549
instance2_cp_550,capital_550,instance2_ct_550
instance2_cp_551,capital_551,instance2_ct_551
instance2_cp_552,capital_552,instance2_ct_552
instance2_cp_553,capital_553,instance2_ct_553
instance2_cp_554,capital_554,instance2_ct_554
instance2_cp_555,capital_555,instance2_ct_555
instance2_cp_556,capital_556,instance2_ct_556
instance2_cp_557,capital_557,instance2_ct_557
instance2_cp_558,capital_558,instance2_ct_558
instance2_cp_559,capital_559,instance2_ct_559
instance2_cp_560,capital_560,instance2_ct_560
instance2_cp_561,capital_561,instance2_ct_561
instance2_cp_562,capital_562,instance2_ct_562
instance2_cp_563,capital_563,instance2_ct_563
instance2_cp_564,capital_564,instance2_ct_564
instance2_cp_565,capital_565,instance2_ct_565
instance2_cp_566,capital_566,instance2_ct_566
instance2_cp_567,capital_567,instance2_ct_567
instance2_cp_568,capital_568,instance2_ct_568
instance2_cp_569,capital_569,instance2_ct_569
instance2_cp_570,capital_570,instance2_ct_570
instance2_cp_571,capital_571,instance2_ct_571
instance2_cp_572,capital_572,instance2_ct_572
instance2_cp_573,capital_573,instance2_ct_573
instance2_cp_574,capital_574,instance2_ct_574
instance2_cp_575,capital_575,instance2_ct_575
instance2_cp_576,capital_576,instance2_ct_576
instance2_cp_577,capital_577,instance2_ct_577
instance2_cp_578,capital_578,instance2_ct_578
instance2_cp_579,capital_579,instance2_ct_579
instance2_cp_580,capital_580,instance2_ct_580
instance2_cp_581,capital_581,instance2_ct_581
instance2_cp_582,capital_582,instance2_ct_582
instance2_cp_583,capital_583,instance2_ct_583
instance2_cp_584,capital_584,instance2_ct_584
instance2_cp_585,capital_585,instance2_ct_585
instance2_cp_586,capital_586,instance2_ct_586
instance2_cp_587,capital_587,instance2_ct_587
instance2_cp_588,capital_588,instance2_ct_588
instance2_cp_589,capital_589,instance2_ct_589
instance2_cp_590,capital_590,instance2_ct_590
instance2_cp_591,capital_591,instance2_ct_591
instance2_cp_592,capital_592,instance2_ct_592
instance2_cp_593,capital_593,instance2_ct_593
instance2_cp_594,capital_594,instance2_ct_594
instance2_cp_595,capital_595,instance2_ct_595
instance2_cp_596,capital_596,instance2_ct_596
instance2_cp_597,capital_597,instance2_ct_597
instance2_cp_598,capital_598,instance2_ct_598
instance2_cp_599,capital_599,instance2_ct_599
instance2_cp_600,capital_600,instance2_ct_600
instance2_cp_601,capital_601,instance2_ct_601
instance2_cp_602,capital_602,instance2_ct_602
instance2_cp_603,capital_603,instance2_ct_603
instance2_cp_604,capital_604,instance2_ct_604
instance2_cp_605,capital_605,instance2_ct_605
instance2_cp_606,capital_606,instance2_ct_606
