book_id;name;country_ids;publisher_id
instance2_bk_59;book59;"[""instance2_ct_59"",""instance2_ct_60""]";instance2_pb_10343
instance2_bk_60;book60;"[""instance2_ct_60"",""instance2_ct_61""]";instance2_pb_9832
instance2_bk_61;book61;"[""instance2_ct_61"",""instance2_ct_62""]";instance2_pb_300
instance2_bk_62;book62;"[""instance2_ct_62"",""instance2_ct_63""]";instance2_pb_2195
instance2_bk_63;book63;"[""instance2_ct_63"",""instance2_ct_64""]";instance2_pb_4830
instance2_bk_64;book64;"[""instance2_ct_64"",""instance2_ct_65""]";instance2_pb_5994
instance2_bk_65;book65;"[""instance2_ct_65"",""instance2_ct_66""]";instance2_pb_5783
instance2_bk_66;book66;"[""instance2_ct_66"",""instance2_ct_67""]";instance2_pb_14775
instance2_bk_67;book67;"[""instance2_ct_67"",""instance2_ct_68""]";instance2_pb_2977
instance2_bk_68;book68;"[""instance2_ct_68"",""instance2_ct_69""]";instance2_pb_18542
instance2_bk_69;book69;"[""instance2_ct_69"",""instance2_ct_70""]";instance2_pb_18295
instance2_bk_70;book70;"[""instance2_ct_70"",""instance2_ct_71""]";instance2_pb_17067
instance2_bk_71;book71;"[""instance2_ct_71"",""instance2_ct_72""]";instance2_pb_5522
instance2_bk_72;book72;"[""instance2_ct_72"",""instance2_ct_73""]";instance2_pb_13958
instance2_bk_73;book73;"[""instance2_ct_73"",""instance2_ct_74""]";instance2_pb_4348
instance2_bk_74;book74;"[""instance2_ct_74"",""instance2_ct_75""]";instance2_pb_8789
instance2_bk_75;book75;"[""instance2_ct_75"",""instance2_ct_76""]";instance2_pb_5049
instance2_bk_76;book76;"[""instance2_ct_76"",""instance2_ct_77""]";instance2_pb_220
instance2_bk_77;book77;"[""instance2_ct_77"",""instance2_ct_78""]";instance2_pb_8732
instance2_bk_78;book78;"[""instance2_ct_78"",""instance2_ct_79""]";instance2_pb_4591
instance2_bk_79;book79;"[""instance2_ct_79"",""instance2_ct_80""]";instance2_pb_1227
instance2_bk_80;book80;"[""instance2_ct_80"",""instance2_ct_81""]";instance2_pb_18733
instance2_bk_81;book81;"[""instance2_ct_81"",""instance2_ct_82""]";instance2_pb_2244
instance2_bk_82;book82;"[""instance2_ct_82"",""instance2_ct_83""]";instance2_pb_19097
instance2_bk_83;book83;"[""instance2_ct_83"",""instance2_ct_84""]";instance2_pb_6784
instance2_bk_84;book84;"[""instance2_ct_84"",""instance2_ct_85""]";instance2_pb_13989
instance2_bk_85;book85;"[""instance2_ct_85"",""instance2_ct_86""]";instance2_pb_17731
instance2_bk_86;book86;"[""instance2_ct_86"",""instance2_ct_87""]";instance2_pb_7539
instance2_bk_87;book87;"[""instance2_ct_87"",""instance2_ct_88""]";instance2_pb_19251
instance2_bk_88;book88;"[""instance2_ct_88"",""instance2_ct_89""]";instance2_pb_17075
instance2_bk_89;book89;"[""instance2_ct_89"",""instance2_ct_90""]";instance2_pb_9226
instance2_bk_90;book90;"[""instance2_ct_90"",""instance2_ct_91""]";instance2_pb_2825
instance2_bk_91;book91;"[""instance2_ct_91"",""instance2_ct_92""]";instance2_pb_13708
instance2_bk_92;book92;"[""instance2_ct_92"",""instance2_ct_93""]";instance2_pb_12112
instance2_bk_93;book93;"[""instance2_ct_93"",""instance2_ct_94""]";instance2_pb_14274
instance2_bk_94;book94;"[""instance2_ct_94"",""instance2_ct_95""]";instance2_pb_15635
instance2_bk_95;book95;"[""instance2_ct_95"",""instance2_ct_96""]";instance2_pb_15049
instance2_bk_96;book96;"[""instance2_ct_96"",""instance2_ct_97""]";instance2_pb_18700
instance2_bk_97;book97;"[""instance2_ct_97"",""instance2_ct_98""]";instance2_pb_18546
instance2_bk_98;book98;"[""instance2_ct_98"",""instance2_ct_99""]";instance2_pb_12355
instance2_bk_99;book99;"[""instance2_ct_99"",""instance2_ct_100""]";instance2_pb_7633
instance2_bk_100;book100;"[""instance2_ct_100"",""instance2_ct_101""]";instance2_pb_9073
instance2_bk_101;book101;"[""instance2_ct_101"",""instance2_ct_102""]";instance2_pb_15623
instance2_bk_102;book102;"[""instance2_ct_102"",""instance2_ct_103""]";instance2_pb_13742
instance2_bk_103;book103;"[""instance2_ct_103"",""instance2_ct_104""]";instance2_pb_2971
instance2_bk_104;book104;"[""instance2_ct_104"",""instance2_ct_105""]";instance2_pb_14799
instance2_bk_105;book105;"[""instance2_ct_105"",""instance2_ct_106""]";instance2_pb_3252
instance2_bk_106;book106;"[""instance2_ct_106"",""instance2_ct_107""]";instance2_pb_14948
instance2_bk_107;book107;"[""instance2_ct_107"",""instance2_ct_108""]";instance2_pb_4989
instance2_bk_108;book108;"[""instance2_ct_108"",""instance2_ct_109""]";instance2_pb_3897
instance2_bk_109;book109;"[""instance2_ct_109"",""instance2_ct_110""]";instance2_pb_6300
instance2_bk_110;book110;"[""instance2_ct_110"",""instance2_ct_111""]";instance2_pb_18107
instance2_bk_111;book111;"[""instance2_ct_111"",""instance2_ct_112""]";instance2_pb_354
instance2_bk_112;book112;"[""instance2_ct_112"",""instance2_ct_113""]";instance2_pb_5625
instance2_bk_113;book113;"[""instance2_ct_113"",""instance2_ct_114""]";instance2_pb_19496
instance2_bk_114;book114;"[""instance2_ct_114"",""instance2_ct_115""]";instance2_pb_48
instance2_bk_115;book115;"[""instance2_ct_115"",""instance2_ct_116""]";instance2_pb_6436
instance2_bk_116;book116;"[""instance2_ct_116"",""instance2_ct_117""]";instance2_pb_1197
instance2_bk_117;book117;"[""instance2_ct_117"",""instance2_ct_118""]";instance2_pb_11776
instance2_bk_118;book118;"[""instance2_ct_118"",""instance2_ct_119""]";instance2_pb_12730
instance2_bk_119;book119;"[""instance2_ct_119"",""instance2_ct_120""]";instance2_pb_15056
instance2_bk_120;book120;"[""instance2_ct_120"",""instance2_ct_121""]";instance2_pb_10214
instance2_bk_121;book121;"[""instance2_ct_121"",""instance2_ct_122""]";instance2_pb_5482
instance2_bk_122;book122;"[""instance2_ct_122"",""instance2_ct_123""]";instance2_pb_15516
instance2_bk_123;book123;"[""instance2_ct_123"",""instance2_ct_124""]";instance2_pb_9113
instance2_bk_124;book124;"[""instance2_ct_124"",""instance2_ct_125""]";instance2_pb_15582
instance2_bk_125;book125;"[""instance2_ct_125"",""instance2_ct_126""]";instance2_pb_9572
instance2_bk_126;book126;"[""instance2_ct_126"",""instance2_ct_127""]";instance2_pb_4551
instance2_bk_127;book127;"[""instance2_ct_127"",""instance2_ct_128""]";instance2_pb_4151
instance2_bk_128;book128;"[""instance2_ct_128"",""instance2_ct_129""]";instance2_pb_16273
instance2_bk_129;book129;"[""instance2_ct_129"",""instance2_ct_130""]";instance2_pb_17866
instance2_bk_130;book130;"[""instance2_ct_130"",""instance2_ct_131""]";instance2_pb_13939
instance2_bk_131;book131;"[""instance2_ct_131"",""instance2_ct_132""]";instance2_pb_10267
instance2_bk_132;book132;"[""instance2_ct_132"",""instance2_ct_133""]";instance2_pb_8213
instance2_bk_133;book133;"[""instance2_ct_133"",""instance2_ct_134""]";instance2_pb_5491
instance2_bk_134;book134;"[""instance2_ct_134"",""instance2_ct_135""]";instance2_pb_9650
instance2_bk_135;book135;"[""instance2_ct_135"",""instance2_ct_136""]";instance2_pb_3532
instance2_bk_136;book136;"[""instance2_ct_136"",""instance2_ct_137""]";instance2_pb_11719
instance2_bk_137;book137;"[""instance2_ct_137"",""instance2_ct_138""]";instance2_pb_7914
instance2_bk_138;book138;"[""instance2_ct_138"",""instance2_ct_139""]";instance2_pb_5824
instance2_bk_139;book139;"[""instance2_ct_139"",""instance2_ct_140""]";instance2_pb_14411
instance2_bk_140;book140;"[""instance2_ct_140"",""instance2_ct_141""]";instance2_pb_584
instance2_bk_141;book141;"[""instance2_ct_141"",""instance2_ct_142""]";instance2_pb_17025
instance2_bk_142;book142;"[""instance2_ct_142"",""instance2_ct_143""]";instance2_pb_11945
instance2_bk_143;book143;"[""instance2_ct_143"",""instance2_ct_144""]";instance2_pb_12651
instance2_bk_144;book144;"[""instance2_ct_144"",""instance2_ct_145""]";instance2_pb_13116
instance2_bk_145;book145;"[""instance2_ct_145"",""instance2_ct_146""]";instance2_pb_15209
instance2_bk_146;book146;"[""instance2_ct_146"",""instance2_ct_147""]";instance2_pb_12376
instance2_bk_147;book147;"[""instance2_ct_147"",""instance2_ct_148""]";instance2_pb_2069
instance2_bk_148;book148;"[""instance2_ct_148"",""instance2_ct_149""]";instance2_pb_1002
instance2_bk_149;book149;"[""instance2_ct_149"",""instance2_ct_150""]";instance2_pb_15995
instance2_bk_150;book150;"[""instance2_ct_150"",""instance2_ct_151""]";instance2_pb_14000
instance2_bk_151;book151;"[""instance2_ct_151"",""instance2_ct_152""]";instance2_pb_19208
instance2_bk_152;book152;"[""instance2_ct_152"",""instance2_ct_153""]";instance2_pb_161
instance2_bk_153;book153;"[""instance2_ct_153"",""instance2_ct_154""]";instance2_pb_14945
instance2_bk_154;book154;"[""instance2_ct_154"",""instance2_ct_155""]";instance2_pb_9898
instance2_bk_155;book155;"[""instance2_ct_155"",""instance2_ct_156""]";instance2_pb_17391
instance2_bk_156;book156;"[""instance2_ct_156"",""instance2_ct_157""]";instance2_pb_16807
instance2_bk_157;book157;"[""instance2_ct_157"",""instance2_ct_158""]";instance2_pb_10032
instance2_bk_158;book158;"[""instance2_ct_158"",""instance2_ct_159""]";instance2_pb_13896
instance2_bk_159;book159;"[""instance2_ct_159"",""instance2_ct_160""]";instance2_pb_4812
instance2_bk_160;book160;"[""instance2_ct_160"",""instance2_ct_161""]";instance2_pb_18177
instance2_bk_161;book161;"[""instance2_ct_161"",""instance2_ct_162""]";instance2_pb_18593
instance2_bk_162;book162;"[""instance2_ct_162"",""instance2_ct_163""]";instance2_pb_5754
instance2_bk_163;book163;"[""instance2_ct_163"",""instance2_ct_164""]";instance2_pb_8457
instance2_bk_164;book164;"[""instance2_ct_164"",""instance2_ct_165""]";instance2_pb_16473
instance2_bk_165;book165;"[""instance2_ct_165"",""instance2_ct_166""]";instance2_pb_8769
instance2_bk_166;book166;"[""instance2_ct_166"",""instance2_ct_167""]";instance2_pb_9503
instance2_bk_167;book167;"[""instance2_ct_167"",""instance2_ct_168""]";instance2_pb_1812
instance2_bk_168;book168;"[""instance2_ct_168"",""instance2_ct_169""]";instance2_pb_1391
instance2_bk_169;book169;"[""instance2_ct_169"",""instance2_ct_170""]";instance2_pb_12678
instance2_bk_170;book170;"[""instance2_ct_170"",""instance2_ct_171""]";instance2_pb_10090
instance2_bk_171;book171;"[""instance2_ct_171"",""instance2_ct_172""]";instance2_pb_14487
instance2_bk_172;book172;"[""instance2_ct_172"",""instance2_ct_173""]";instance2_pb_2320
instance2_bk_173;book173;"[""instance2_ct_173"",""instance2_ct_174""]";instance2_pb_8693
instance2_bk_174;book174;"[""instance2_ct_174"",""instance2_ct_175""]";instance2_pb_5091
instance2_bk_175;book175;"[""instance2_ct_175"",""instance2_ct_176""]";instance2_pb_9025
instance2_bk_176;book176;"[""instance2_ct_176"",""instance2_ct_177""]";instance2_pb_1313
instance2_bk_177;book177;"[""instance2_ct_177"",""instance2_ct_178""]";instance2_pb_3459
instance2_bk_178;book178;"[""instance2_ct_178"",""instance2_ct_179""]";instance2_pb_5726
instance2_bk_179;book179;"[""instance2_ct_179"",""instance2_ct_180""]";instance2_pb_119
instance2_bk_180;book180;"[""instance2_ct_180"",""instance2_ct_181""]";instance2_pb_11009
instance2_bk_181;book181;"[""instance2_ct_181"",""instance2_ct_182""]";instance2_pb_12617
instance2_bk_182;book182;"[""instance2_ct_182"",""instance2_ct_183""]";instance2_pb_16703
instance2_bk_183;book183;"[""instance2_ct_183"",""instance2_ct_184""]";instance2_pb_427
instance2_bk_184;book184;"[""instance2_ct_184"",""instance2_ct_185""]";instance2_pb_1480
instance2_bk_185;book185;"[""instance2_ct_185"",""instance2_ct_186""]";instance2_pb_18630
instance2_bk_186;book186;"[""instance2_ct_186"",""instance2_ct_187""]";instance2_pb_14683
instance2_bk_187;book187;"[""instance2_ct_187"",""instance2_ct_188""]";instance2_pb_15158
instance2_bk_188;book188;"[""instance2_ct_188"",""instance2_ct_189""]";instance2_pb_14550
instance2_bk_189;book189;"[""instance2_ct_189"",""instance2_ct_190""]";instance2_pb_3803
instance2_bk_190;book190;"[""instance2_ct_190"",""instance2_ct_191""]";instance2_pb_11847
instance2_bk_191;book191;"[""instance2_ct_191"",""instance2_ct_192""]";instance2_pb_10007
instance2_bk_192;book192;"[""instance2_ct_192"",""instance2_ct_193""]";instance2_pb_386
instance2_bk_193;book193;"[""instance2_ct_193"",""instance2_ct_194""]";instance2_pb_14823
instance2_bk_194;book194;"[""instance2_ct_194"",""instance2_ct_195""]";instance2_pb_17543
instance2_bk_195;book195;"[""instance2_ct_195"",""instance2_ct_196""]";instance2_pb_11688
instance2_bk_196;book196;"[""instance2_ct_196"",""instance2_ct_197""]";instance2_pb_15383
instance2_bk_197;book197;"[""instance2_ct_197"",""instance2_ct_198""]";instance2_pb_10335
instance2_bk_198;book198;"[""instance2_ct_198"",""instance2_ct_199""]";instance2_pb_14130
instance2_bk_199;book199;"[""instance2_ct_199"",""instance2_ct_200""]";instance2_pb_5488
instance2_bk_200;book200;"[""instance2_ct_200"",""instance2_ct_201""]";instance2_pb_2361
instance2_bk_201;book201;"[""instance2_ct_201"",""instance2_ct_202""]";instance2_pb_344
instance2_bk_202;book202;"[""instance2_ct_202"",""instance2_ct_203""]";instance2_pb_18305
instance2_bk_203;book203;"[""instance2_ct_203"",""instance2_ct_204""]";instance2_pb_13836
instance2_bk_204;book204;"[""instance2_ct_204"",""instance2_ct_205""]";instance2_pb_12237
instance2_bk_205;book205;"[""instance2_ct_205"",""instance2_ct_206""]";instance2_pb_4551
instance2_bk_206;book206;"[""instance2_ct_206"",""instance2_ct_207""]";instance2_pb_2028
instance2_bk_207;book207;"[""instance2_ct_207"",""instance2_ct_208""]";instance2_pb_13889
instance2_bk_208;book208;"[""instance2_ct_208"",""instance2_ct_209""]";instance2_pb_300
instance2_bk_209;book209;"[""instance2_ct_209"",""instance2_ct_210""]";instance2_pb_133
instance2_bk_210;book210;"[""instance2_ct_210"",""instance2_ct_211""]";instance2_pb_18550
instance2_bk_211;book211;"[""instance2_ct_211"",""instance2_ct_212""]";instance2_pb_9497
instance2_bk_212;book212;"[""instance2_ct_212"",""instance2_ct_213""]";instance2_pb_15059
instance2_bk_213;book213;"[""instance2_ct_213"",""instance2_ct_214""]";instance2_pb_4112
instance2_bk_214;book214;"[""instance2_ct_214"",""instance2_ct_215""]";instance2_pb_5109
instance2_bk_215;book215;"[""instance2_ct_215"",""instance2_ct_216""]";instance2_pb_7456
instance2_bk_216;book216;"[""instance2_ct_216"",""instance2_ct_217""]";instance2_pb_19832
instance2_bk_217;book217;"[""instance2_ct_217"",""instance2_ct_218""]";instance2_pb_7196
instance2_bk_218;book218;"[""instance2_ct_218"",""instance2_ct_219""]";instance2_pb_10034
instance2_bk_219;book219;"[""instance2_ct_219"",""instance2_ct_220""]";instance2_pb_7692
instance2_bk_220;book220;"[""instance2_ct_220"",""instance2_ct_221""]";instance2_pb_18401
instance2_bk_221;book221;"[""instance2_ct_221"",""instance2_ct_222""]";instance2_pb_7873
instance2_bk_222;book222;"[""instance2_ct_222"",""instance2_ct_223""]";instance2_pb_19845
instance2_bk_223;book223;"[""instance2_ct_223"",""instance2_ct_224""]";instance2_pb_8534
instance2_bk_224;book224;"[""instance2_ct_224"",""instance2_ct_225""]";instance2_pb_12395
instance2_bk_225;book225;"[""instance2_ct_225"",""instance2_ct_226""]";instance2_pb_1218
instance2_bk_226;book226;"[""instance2_ct_226"",""instance2_ct_227""]";instance2_pb_14266
instance2_bk_227;book227;"[""instance2_ct_227"",""instance2_ct_228""]";instance2_pb_3720
instance2_bk_228;book228;"[""instance2_ct_228"",""instance2_ct_229""]";instance2_pb_5122
instance2_bk_229;book229;"[""instance2_ct_229"",""instance2_ct_230""]";instance2_pb_16771
instance2_bk_230;book230;"[""instance2_ct_230"",""instance2_ct_231""]";instance2_pb_16776
instance2_bk_231;book231;"[""instance2_ct_231"",""instance2_ct_232""]";instance2_pb_8013
instance2_bk_232;book232;"[""instance2_ct_232"",""instance2_ct_233""]";instance2_pb_18169
instance2_bk_233;book233;"[""instance2_ct_233"",""instance2_ct_234""]";instance2_pb_4238
instance2_bk_234;book234;"[""instance2_ct_234"",""instance2_ct_235""]";instance2_pb_16183
instance2_bk_235;book235;"[""instance2_ct_235"",""instance2_ct_236""]";instance2_pb_3292
instance2_bk_236;book236;"[""instance2_ct_236"",""instance2_ct_237""]";instance2_pb_9373
instance2_bk_237;book237;"[""instance2_ct_237"",""instance2_ct_238""]";instance2_pb_19958
instance2_bk_238;book238;"[""instance2_ct_238"",""instance2_ct_239""]";instance2_pb_2597
instance2_bk_239;book239;"[""instance2_ct_239"",""instance2_ct_240""]";instance2_pb_547
instance2_bk_240;book240;"[""instance2_ct_240"",""instance2_ct_241""]";instance2_pb_3429
instance2_bk_241;book241;"[""instance2_ct_241"",""instance2_ct_242""]";instance2_pb_4843
instance2_bk_242;book242;"[""instance2_ct_242"",""instance2_ct_243""]";instance2_pb_13212
instance2_bk_243;book243;"[""instance2_ct_243"",""instance2_ct_244""]";instance2_pb_10540
instance2_bk_244;book244;"[""instance2_ct_244"",""instance2_ct_245""]";instance2_pb_6587
instance2_bk_245;book245;"[""instance2_ct_245"",""instance2_ct_246""]";instance2_pb_13075
instance2_bk_246;book246;"[""instance2_ct_246"",""instance2_ct_247""]";instance2_pb_7912
instance2_bk_247;book247;"[""instance2_ct_247"",""instance2_ct_248""]";instance2_pb_15062
instance2_bk_248;book248;"[""instance2_ct_248"",""instance2_ct_249""]";instance2_pb_18304
instance2_bk_249;book249;"[""instance2_ct_249"",""instance2_ct_250""]";instance2_pb_2387
instance2_bk_250;book250;"[""instance2_ct_250"",""instance2_ct_251""]";instance2_pb_7985
instance2_bk_251;book251;"[""instance2_ct_251"",""instance2_ct_252""]";instance2_pb_2002
instance2_bk_252;book252;"[""instance2_ct_252"",""instance2_ct_253""]";instance2_pb_9843
instance2_bk_253;book253;"[""instance2_ct_253"",""instance2_ct_254""]";instance2_pb_14878
instance2_bk_254;book254;"[""instance2_ct_254"",""instance2_ct_255""]";instance2_pb_17018
instance2_bk_255;book255;"[""instance2_ct_255"",""instance2_ct_256""]";instance2_pb_19233
instance2_bk_256;book256;"[""instance2_ct_256"",""instance2_ct_257""]";instance2_pb_2838
instance2_bk_257;book257;"[""instance2_ct_257"",""instance2_ct_258""]";instance2_pb_4427
instance2_bk_258;book258;"[""instance2_ct_258"",""instance2_ct_259""]";instance2_pb_7567
instance2_bk_259;book259;"[""instance2_ct_259"",""instance2_ct_260""]";instance2_pb_16252
instance2_bk_260;book260;"[""instance2_ct_260"",""instance2_ct_261""]";instance2_pb_263
instance2_bk_261;book261;"[""instance2_ct_261"",""instance2_ct_262""]";instance2_pb_11088
instance2_bk_262;book262;"[""instance2_ct_262"",""instance2_ct_263""]";instance2_pb_1103
instance2_bk_263;book263;"[""instance2_ct_263"",""instance2_ct_264""]";instance2_pb_3108
instance2_bk_264;book264;"[""instance2_ct_264"",""instance2_ct_265""]";instance2_pb_16566
instance2_bk_265;book265;"[""instance2_ct_265"",""instance2_ct_266""]";instance2_pb_14459
instance2_bk_266;book266;"[""instance2_ct_266"",""instance2_ct_267""]";instance2_pb_7697
instance2_bk_267;book267;"[""instance2_ct_267"",""instance2_ct_268""]";instance2_pb_19790
instance2_bk_268;book268;"[""instance2_ct_268"",""instance2_ct_269""]";instance2_pb_4917
instance2_bk_269;book269;"[""instance2_ct_269"",""instance2_ct_270""]";instance2_pb_14068
instance2_bk_270;book270;"[""instance2_ct_270"",""instance2_ct_271""]";instance2_pb_2065
instance2_bk_271;book271;"[""instance2_ct_271"",""instance2_ct_272""]";instance2_pb_8192
instance2_bk_272;book272;"[""instance2_ct_272"",""instance2_ct_273""]";instance2_pb_7640
instance2_bk_273;book273;"[""instance2_ct_273"",""instance2_ct_274""]";instance2_pb_1433
instance2_bk_274;book274;"[""instance2_ct_274"",""instance2_ct_275""]";instance2_pb_13773
instance2_bk_275;book275;"[""instance2_ct_275"",""instance2_ct_276""]";instance2_pb_14117
instance2_bk_276;book276;"[""instance2_ct_276"",""instance2_ct_277""]";instance2_pb_4105
instance2_bk_277;book277;"[""instance2_ct_277"",""instance2_ct_278""]";instance2_pb_18336
instance2_bk_278;book278;"[""instance2_ct_278"",""instance2_ct_279""]";instance2_pb_17442
instance2_bk_279;book279;"[""instance2_ct_279"",""instance2_ct_280""]";instance2_pb_14187
instance2_bk_280;book280;"[""instance2_ct_280"",""instance2_ct_281""]";instance2_pb_4651
instance2_bk_281;book281;"[""instance2_ct_281"",""instance2_ct_282""]";instance2_pb_3220
instance2_bk_282;book282;"[""instance2_ct_282"",""instance2_ct_283""]";instance2_pb_11788
instance2_bk_283;book283;"[""instance2_ct_283"",""instance2_ct_284""]";instance2_pb_16586
instance2_bk_284;book284;"[""instance2_ct_284"",""instance2_ct_285""]";instance2_pb_14366
instance2_bk_285;book285;"[""instance2_ct_285"",""instance2_ct_286""]";instance2_pb_10576
instance2_bk_286;book286;"[""instance2_ct_286"",""instance2_ct_287""]";instance2_pb_12039
instance2_bk_287;book287;"[""instance2_ct_287"",""instance2_ct_288""]";instance2_pb_18008
instance2_bk_288;book288;"[""instance2_ct_288"",""instance2_ct_289""]";instance2_pb_6524
instance2_bk_289;book289;"[""instance2_ct_289"",""instance2_ct_290""]";instance2_pb_12248
instance2_bk_290;book290;"[""instance2_ct_290"",""instance2_ct_291""]";instance2_pb_10547
instance2_bk_291;book291;"[""instance2_ct_291"",""instance2_ct_292""]";instance2_pb_2978
instance2_bk_292;book292;"[""instance2_ct_292"",""instance2_ct_293""]";instance2_pb_2574
instance2_bk_293;book293;"[""instance2_ct_293"",""instance2_ct_294""]";instance2_pb_18267
instance2_bk_294;book294;"[""instance2_ct_294"",""instance2_ct_295""]";instance2_pb_3804
instance2_bk_295;book295;"[""instance2_ct_295"",""instance2_ct_296""]";instance2_pb_9539
instance2_bk_296;book296;"[""instance2_ct_296"",""instance2_ct_297""]";instance2_pb_8696
